helper,audit_status,current_effect,allocation_class,perry_heap_allocation,may_collect,may_reenter_js,reason,proof,runtime_locations,declaration_locations,literal_direct_call_locations,declaration_occurrences,literal_direct_call_occurrences,dynamic_calls,dynamic_window,dynamic_binary_sha256
js_array_indexOf_jsvalue,reviewed,AllocNoReentry,may allocate,may,may,may,from_index_to_integer invokes ToNumber; exotic element loop uses array_spec_has_index/get; BigInt typed-array read can construct BigInt. Strict equality itself does not eliminate these effects. Existing AllocNoReentry rationale does not cover current body.,"array/search.rs:25-32,83-177",crates/perry-runtime/src/array/search.rs:112,crates/perry-codegen/src/runtime_decls/strings.rs:1216,crates/perry-codegen/src/expr/misc_methods.rs:603;crates/perry-codegen/src/lower_array_method.rs:756,1,2,,,
js_array_is_array,reviewed,Unknown,may allocate,may,may,unclear,Explicit Proxy unwrap rejects revoked proxies through an allocating TypeError. Its ordinary header probe is insufficient as whole-export proof; no callable trap is required for this counterexample.,array/is_array.rs:6-80; proxy.rs:567-582; collection_iter.rs:146-150,crates/perry-runtime/src/array/is_array.rs:6,crates/perry-codegen/src/runtime_decls/arrays.rs:106,crates/perry-codegen/src/expr/array_methods.rs:128,1,1,,,
js_array_is_numeric_f64_layout,unreviewed,CannotCollect,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/header.rs:1886,crates/perry-codegen/src/runtime_decls/arrays.rs:89,,1,0,,,
js_array_join,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/join.rs:737,crates/perry-codegen/src/runtime_decls/arrays.rs:216,,1,0,,,
js_array_join_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/join.rs:767,crates/perry-codegen/src/runtime_decls/arrays.rs:217,crates/perry-codegen/src/expr/logical_collections.rs:633;crates/perry-codegen/src/lower_array_method.rs:224,1,2,,,
js_array_keys,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/flat_clone.rs:726,crates/perry-codegen/src/runtime_decls/strings_part2.rs:943,,1,0,,,
js_array_keys_iter_obj,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/iter_object.rs:604,crates/perry-codegen/src/runtime_decls/strings_part2.rs:948,crates/perry-codegen/src/expr/arrays_finds.rs:1418;crates/perry-codegen/src/lower_array_method.rs:1040,1,2,,,
js_array_last_index_of_jsvalue,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/search.rs:185,crates/perry-codegen/src/runtime_decls/strings.rs:1217,crates/perry-codegen/src/expr/misc_methods.rs:635;crates/perry-codegen/src/lower_array_method.rs:787,1,2,,,
js_array_length,reviewed,AllocNoReentry,may allocate,may,may,may,"Proxy arm allocates length key, calls js_proxy_get then js_number_coerce; ordinary object arm calls by-name getter/coercion. Typed pointer spelling does not exclude those expressly supported arms. Existing AllocNoReentry rationale is stale for the complete export.","array/indexing.rs:194-345,349-351; array/header.rs:984-999; proxy/get.rs:7-77",crates/perry-runtime/src/array/indexing.rs:194,crates/perry-codegen/src/runtime_decls/arrays.rs:102,crates/perry-codegen/src/expr/array_push.rs:344;crates/perry-codegen/src/expr/arrays_finds.rs:1393;crates/perry-codegen/src/expr/this_super_call.rs:284;crates/perry-codegen/src/lower_array_method.rs:938;crates/perry-codegen/src/lower_call/native/native_instance_branch.rs:292;crates/perry-codegen/src/lower_call/native/native_instance_branch.rs:368;crates/perry-codegen/src/lower_call/native/native_instance_branch.rs:450;crates/perry-codegen/src/stmt/loops.rs:323,1,8,,,
js_array_like_to_array,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/arguments.rs:625,crates/perry-codegen/src/runtime_decls/strings.rs:1101,crates/perry-codegen/src/expr/call_spread.rs:111;crates/perry-codegen/src/expr/call_spread.rs:209;crates/perry-codegen/src/expr/call_spread.rs:231;crates/perry-codegen/src/expr/call_spread.rs:244;crates/perry-codegen/src/expr/call_spread.rs:563;crates/perry-codegen/src/expr/logical_collections.rs:1033;crates/perry-codegen/src/expr/logical_collections.rs:1078,1,7,,,
js_array_live_head,unreviewed,CannotCollect,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/indexing_support.rs:48,crates/perry-codegen/src/runtime_decls/arrays.rs:183,crates/perry-codegen/src/expr/logical_collections.rs:210,1,1,,,
js_array_map,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/iter_methods.rs:317,crates/perry-codegen/src/runtime_decls/strings.rs:362,crates/perry-codegen/src/expr/math_simple.rs:528;crates/perry-codegen/src/lower_array_method.rs:619,1,2,,,
js_array_map_discard,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/iter_methods.rs:430,crates/perry-codegen/src/runtime_decls/strings.rs:363,crates/perry-codegen/src/stmt/unused_expr.rs:48,1,1,,,
js_array_mark_arguments_object,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/header.rs:1374,crates/perry-codegen/src/runtime_decls/arrays.rs:87,crates/perry-codegen/src/expr/static_method.rs:220;crates/perry-codegen/src/expr/super_method.rs:179;crates/perry-codegen/src/lower_call/mod.rs:359;crates/perry-codegen/src/lower_call/property_get/dynamic_dispatch.rs:116;crates/perry-codegen/src/lower_call/property_get/static_dispatch.rs:201,1,5,,,
js_array_mark_numeric_f64_layout,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/header.rs:1759,crates/perry-codegen/src/runtime_decls/arrays.rs:88,crates/perry-codegen/src/expr/array_literal.rs:238;crates/perry-codegen/src/expr/array_literal.rs:281,1,2,,,
js_array_note_numeric_write,unreviewed,CannotCollect,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/header.rs:1783,crates/perry-codegen/src/runtime_decls/arrays.rs:96,crates/perry-codegen/src/expr/write_barrier.rs:476,1,1,,,
js_array_numeric_get_f64_unboxed,reviewed,Unknown,may allocate,may,may,may,"Descriptor, hole/out-of-bounds prototype or polymorphic fallback reaches generic property access. Even unchecked/numeric exports retain fallback branches. No global leaf classification from their dense hot paths.",array/indexing.rs:355-650; array/indexing_support.rs:15-24; proxy/get.rs:7-77,crates/perry-runtime/src/array/indexing.rs:418,crates/perry-codegen/src/runtime_decls/arrays.rs:59,,1,0,,,
js_array_numeric_push_f64_unboxed,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/push_pop.rs:935,crates/perry-codegen/src/runtime_decls/arrays.rs:49,crates/perry-codegen/src/expr/array_push.rs:948,1,1,,,
js_array_numeric_range_add,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/numeric_range.rs:115,crates/perry-codegen/src/runtime_decls/arrays.rs:70,crates/perry-codegen/src/stmt/loops.rs:521,1,1,,,
js_array_numeric_range_add_len,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/numeric_range.rs:125,crates/perry-codegen/src/runtime_decls/arrays.rs:75,crates/perry-codegen/src/stmt/loops.rs:532,1,1,,,
js_array_numeric_set_f64_unboxed,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/indexing.rs:698,crates/perry-codegen/src/runtime_decls/arrays.rs:61,,1,0,,,
js_array_numeric_value_to_raw_f64,unreviewed,CannotCollect,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/header.rs:1161,crates/perry-codegen/src/runtime_decls/arrays.rs:91,crates/perry-codegen/src/expr/index.rs:20;crates/perry-codegen/src/expr/index_set.rs:59;crates/perry-codegen/src/expr/property_set.rs:66;crates/perry-codegen/src/lower_call/scalar_method.rs:740,1,4,,,
js_array_pop_f64,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/push_pop.rs:1059,crates/perry-codegen/src/runtime_decls/arrays.rs:215,crates/perry-codegen/src/expr/array_pop.rs:211;crates/perry-codegen/src/expr/math_simple.rs:496,1,2,,,
js_array_push_f64,reviewed,AllocNoReentry,may allocate,may,may,may,"Complete routes include Proxy get/set, array-like object method/set paths, descriptor-aware fallback and grow allocation. In-capacity ordinary-array fast arm is not whole-export evidence. Existing AllocNoReentry needs callsite contract proof.","array/push_pop.rs:654-708,764-928",crates/perry-runtime/src/array/push_pop.rs:654,crates/perry-codegen/src/runtime_decls/arrays.rs:44,crates/perry-codegen/src/expr/static_field_meta.rs:207;crates/perry-codegen/src/expr/static_method.rs:213;crates/perry-codegen/src/expr/super_method.rs:175;crates/perry-codegen/src/expr/this_super_call.rs:225;crates/perry-codegen/src/lower_call/native/mod.rs:348;crates/perry-codegen/src/lower_call/native/native_instance_branch.rs:363;crates/perry-codegen/src/lower_call/native/native_instance_branch.rs:387;crates/perry-codegen/src/lower_call/native_module_dispatch.rs:116;crates/perry-codegen/src/lower_call/new_ctor_args.rs:280;crates/perry-codegen/src/lower_call/property_get/dynamic_dispatch.rs:112;crates/perry-codegen/src/lower_call/property_get/static_dispatch.rs:197;crates/perry-codegen/src/lower_call/property_get/static_dispatch.rs:225;crates/perry-codegen/src/rooting/temp_root.rs:260,1,13,,,
js_array_push_f64_spec,reviewed,Unknown,may allocate,may,may,may,"Complete routes include Proxy get/set, array-like object method/set paths, descriptor-aware fallback and grow allocation. In-capacity ordinary-array fast arm is not whole-export evidence. Existing AllocNoReentry needs callsite contract proof.","array/push_pop.rs:654-708,764-928",crates/perry-runtime/src/array/push_pop.rs:855,crates/perry-codegen/src/runtime_decls/arrays.rs:46,crates/perry-codegen/src/expr/array_push.rs:626;crates/perry-codegen/src/expr/array_push.rs:997;crates/perry-codegen/src/expr/array_push.rs:1204;crates/perry-codegen/src/expr/array_push.rs:1460;crates/perry-codegen/src/expr/array_push.rs:1481,1,5,,,
js_array_push_f64_temp_rooted,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/gc/roots/temp_roots.rs:172,crates/perry-codegen/src/runtime_decls/arrays.rs:154,crates/perry-codegen/src/rooting/temp_root.rs:264,1,1,,,
js_array_push_guard,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/push_pop.rs:106,crates/perry-codegen/src/runtime_decls/arrays.rs:47,crates/perry-codegen/src/lower_call/native/native_instance_branch.rs:361;crates/perry-codegen/src/lower_call/native/native_instance_branch.rs:383,1,2,,,
js_array_push_hole,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/push_pop.rs:930,crates/perry-codegen/src/runtime_decls/arrays.rs:48,,1,0,,,
js_array_push_spread_any,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/class_constructors.rs:985,crates/perry-codegen/src/runtime_decls/strings.rs:1490,,1,0,,,
js_array_push_spread_f64,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/push_pop.rs:1001,crates/perry-codegen/src/runtime_decls/arrays.rs:51,crates/perry-codegen/src/lower_call/native/native_instance_branch.rs:239,1,1,,,
js_array_push_u31_with_length,reviewed,AllocNoReentry,may allocate,may,may,unclear,"Resolved plain-array push can grow. Unlike js_array_push_f64, this entry explicitly declines cleaned-null/exotic receivers without calling Proxy/spec fallback. No reentry counterexample claimed; subclass-fast/resolved tails not completely audited here, so preserve AllocNoReentry separately without expanding its proof.",array/push_pop.rs:764-835,crates/perry-runtime/src/array/push_pop.rs:764,crates/perry-codegen/src/runtime_decls/arrays.rs:45,crates/perry-codegen/src/lower_call/native/native_instance_branch.rs:342,1,1,,,
