helper,audit_status,current_effect,allocation_class,perry_heap_allocation,may_collect,may_reenter_js,reason,proof,runtime_locations,declaration_locations,literal_direct_call_locations,declaration_occurrences,literal_direct_call_occurrences,dynamic_calls,dynamic_window,dynamic_binary_sha256,post-opt_callsites,post-opt_statepoints,post-opt_gc_live_operands,post-rs4gc_callsites,post-rs4gc_statepoints,post-rs4gc_gc_live_operands,pre-rs4gc_callsites,pre-rs4gc_statepoints,pre-rs4gc_gc_live_operands
js_array_slice_values,reviewed,AllocNoReentry,may allocate,may,may,may,slice_values coerces raw start/end using js_number_coerce then constructs result. slice additionally has typed-array and exotic element routes. Keep complete export may-GC independent of existing AllocNoReentry entry.,array/splice_slice.rs:165-288,crates/perry-runtime/src/array/splice_slice.rs:196,crates/perry-codegen/src/runtime_decls/strings.rs:438,crates/perry-codegen/src/expr/logical_collections.rs:1129;crates/perry-codegen/src/lower_array_method.rs:830,1,2,,,,110,110,407,110,110,409,110,0,0
js_array_some,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/iter_methods.rs:887,crates/perry-codegen/src/runtime_decls/strings_part2.rs:692,crates/perry-codegen/src/expr/logical_collections.rs:594,1,1,,,,70,66,232,70,66,232,70,0,0
js_array_some_captureless,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/iter_methods.rs:965,crates/perry-codegen/src/runtime_decls/strings_part2.rs:693,crates/perry-codegen/src/expr/logical_collections.rs:292,1,1,,,,53,53,220,53,53,220,53,0,0
js_array_sort_default,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/sort.rs:553,crates/perry-codegen/src/runtime_decls/strings.rs:1283,crates/perry-codegen/src/lower_array_method.rs:340,1,1,,,,44,44,154,44,44,154,44,0,0
js_array_sort_with_comparator,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/sort.rs:670,crates/perry-codegen/src/runtime_decls/strings.rs:1289,crates/perry-codegen/src/expr/bigint_set.rs:513;crates/perry-codegen/src/lower_array_method.rs:350,1,2,,,,167,167,766,167,167,766,167,0,0
js_array_splice,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/splice_slice.rs:14,crates/perry-codegen/src/runtime_decls/strings.rs:1277,crates/perry-codegen/src/expr/instance_misc1.rs:1425;crates/perry-codegen/src/lower_array_method.rs:996,1,2,,,,59,51,109,58,50,109,58,0,0
js_array_splice_delete_count,reviewed,Unknown,may allocate,may,may,may,Nonnumeric input takes js_number_coerce; object coercion can invoke JS and exceptions allocate. A scalar result does not imply a scalar-only call.,string/char_ops.rs:21-57; array/splice_slice.rs:165-193; builtins/numbers.rs:436-640,crates/perry-runtime/src/array/splice_slice.rs:179,crates/perry-codegen/src/runtime_decls/strings.rs:1278,crates/perry-codegen/src/expr/instance_misc1.rs:1403;crates/perry-codegen/src/expr/instance_misc1.rs:1405;crates/perry-codegen/src/lower_array_method.rs:981;crates/perry-codegen/src/lower_array_method.rs:983,1,4,,,,118,102,297,116,100,297,116,0,0
js_array_spread_append,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/iterator.rs:1219,crates/perry-codegen/src/runtime_decls/arrays.rs:315,crates/perry-codegen/src/expr/this_super_call.rs:244,1,1,,,,1857,1807,9134,1897,1847,9318,1901,0,0
js_array_subclass_init_args,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/node_stream_constructors/builders.rs:214,crates/perry-codegen/src/runtime_decls/stdlib_ffi/streams_events.rs:17,crates/perry-codegen/src/expr/this_super_call.rs:288;crates/perry-codegen/src/expr/write_barrier.rs:1217;crates/perry-codegen/src/lower_call/new_helpers.rs:198,1,3,,,,2,2,3,2,2,3,2,0,0
js_array_unshift_f64,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/push_pop.rs:1644,crates/perry-codegen/src/runtime_decls/strings_part2.rs:939,crates/perry-codegen/src/expr/arrays_finds.rs:1379,1,1,,,,25,25,96,25,25,96,25,0,0
js_array_unshift_variadic,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/push_pop.rs:1704,crates/perry-codegen/src/runtime_decls/strings_part2.rs:941,crates/perry-codegen/src/lower_array_method.rs:921,1,1,,,,2,2,4,2,2,4,2,0,0
js_arraylike_filter,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/generic.rs:775,,crates/perry-codegen/src/lower_array_method.rs:633,0,1,,,,1,1,0,1,1,0,1,0,0
js_arraylike_forEach,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/generic.rs:694,,crates/perry-codegen/src/lower_array_method.rs:664,0,1,,,,1,1,1,1,1,1,1,0,0
js_arraylike_indexOf,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/generic.rs:1083,crates/perry-codegen/src/runtime_decls/arrays.rs:281,,1,0,,,,2,2,3,2,2,3,2,0,0
js_arraylike_join,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/generic.rs:1226,crates/perry-codegen/src/runtime_decls/arrays.rs:297,crates/perry-codegen/src/expr/logical_collections.rs:746,1,1,,,,1,1,1,1,1,1,1,0,0
js_arraylike_map,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/generic.rs:727,,crates/perry-codegen/src/lower_array_method.rs:596,0,1,,,,1,1,3,1,1,3,1,0,0
js_arraylike_slice,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/generic.rs:1239,crates/perry-codegen/src/runtime_decls/arrays.rs:299,crates/perry-codegen/src/expr/logical_collections.rs:771,1,1,,,,25,25,62,25,25,62,25,0,0
js_arraylike_splice,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/generic_object.rs:461,crates/perry-codegen/src/runtime_decls/arrays.rs:305,,1,0,,,,2,2,5,2,2,5,2,0,0
js_assimilate_thenable,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/promise/combinators.rs:1253,crates/perry-codegen/src/runtime_decls/strings_part2.rs:715,crates/perry-codegen/src/expr/fs_await.rs:85,1,1,,,,337,289,323,337,289,323,337,0,0
js_async_first_call,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/promise/async_step.rs:876,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:309,crates/perry-codegen/src/expr/misc_methods.rs:997,1,1,,,,3206,3206,0,3206,3206,0,3206,0,0
js_async_fn_result,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/promise/async_step.rs:720,crates/perry-codegen/src/runtime_decls/strings_part2.rs:908,crates/perry-codegen/src/stmt/mod.rs:325,1,1,,,,1164,995,40,1163,994,40,1163,0,0
js_async_generator_resume,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/promise/async_step.rs:929,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:313,crates/perry-codegen/src/expr/misc_methods.rs:1016,1,1,,,,201,201,3,201,201,3,201,0,0
js_async_step_chain,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/promise/async_step.rs:449,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:296,crates/perry-codegen/src/expr/misc_methods.rs:948,1,1,,,,4023,3808,676,4023,3808,676,4023,0,0
js_async_step_done,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/promise/async_step.rs:734,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:301,crates/perry-codegen/src/expr/misc_methods.rs:972,1,1,,,,4525,4303,1185,4525,4303,1185,5074,0,0
js_atob,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/base64_codec.rs:31,crates/perry-codegen/src/runtime_decls/strings_part2.rs:435,crates/perry-codegen/src/expr/string_regex_proc.rs:291,1,1,,,,9,9,9,9,9,9,9,0,0
js_atomics_load,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/atomics.rs:468,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:48,,1,0,,,,1,1,1,1,1,1,1,0,0
js_atomics_store,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/atomics.rs:487,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:50,,1,0,,,,1,1,0,1,1,0,1,0,0
js_await_any_promise,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/promise/combinators.rs:1225,crates/perry-codegen/src/runtime_decls/strings_part2.rs:770,crates/perry-codegen/src/expr/fs_await.rs:89,1,1,,,,337,289,323,337,289,323,337,0,0
js_await_loop_tick_timers,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/timer.rs:460,crates/perry-codegen/src/runtime_decls/strings_part2.rs:723,crates/perry-codegen/src/expr/fs_await.rs:207,1,1,,,,337,289,612,337,289,612,337,0,0
js_bigint_as_int_n_call,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/global_this/bigint_promise.rs:331,crates/perry-codegen/src/runtime_decls/strings.rs:926,,1,0,,,,4,4,10,4,4,10,4,0,0
js_bigint_as_uint_n_call,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/global_this/bigint_promise.rs:337,crates/perry-codegen/src/runtime_decls/strings.rs:927,,1,0,,,,2,2,3,2,2,3,2,0,0
js_bigint_from_f64,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/bigint/convert.rs:87,crates/perry-codegen/src/runtime_decls/strings.rs:1350,crates/perry-codegen/src/expr/bigint_set.rs:496,1,1,,,,60,60,145,60,60,145,60,0,0
js_bigint_from_i128_parts,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/bigint/convert.rs:60,crates/perry-codegen/src/runtime_decls/strings.rs:1351,crates/perry-codegen/src/expr/binary.rs:941;crates/perry-codegen/src/native_value/materialize.rs:257,1,2,,,,13,13,36,13,13,36,13,0,0
js_blob_new,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/stdlib_stubs.rs:183,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1084,crates/perry-codegen/src/lower_call/builtin.rs:1290,1,1,,,,5,5,9,5,5,9,5,0,0
js_bool_box_alloc,reviewed,CannotCollect,may allocate,no,no,no,Uses std::alloc::alloc for raw fixed-size non-Perry cells and native TLS registry insertion; optional JSValue root barrier only marks/enqueues. No MALLOC_STATE object allocation or generated JS invocation.,"box.rs:669-783; gc_call_effects.rs:213-250 (existing audit authority, corroborated allocation body)",crates/perry-runtime/src/box.rs:752,crates/perry-codegen/src/runtime_decls/strings.rs:1096,crates/perry-codegen/src/stmt/mod.rs:698,1,1,,,,6686,0,0,6686,0,0,6686,0,0
js_bool_box_release,unreviewed,CannotCollect,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/box.rs:887,crates/perry-codegen/src/runtime_decls/strings.rs:1095,,1,0,,,,12760,0,0,12760,0,0,12760,0,0
js_box_alloc_bits,reviewed,CannotCollect,may allocate,no,no,no,Uses std::alloc::alloc for raw fixed-size non-Perry cells and native TLS registry insertion; optional JSValue root barrier only marks/enqueues. No MALLOC_STATE object allocation or generated JS invocation.,"box.rs:669-783; gc_call_effects.rs:213-250 (existing audit authority, corroborated allocation body)",crates/perry-runtime/src/box.rs:669,crates/perry-codegen/src/function/precise_roots.rs:331;crates/perry-codegen/src/runtime_decls/strings.rs:1080,crates/perry-codegen/src/codegen/arguments.rs:45;crates/perry-codegen/src/function/precise_roots.rs:350;crates/perry-codegen/src/lower_call/new_ctor_args.rs:93;crates/perry-codegen/src/stmt/let_stmt.rs:1259;crates/perry-codegen/src/stmt/mod.rs:716,2,5,,,,56618,558,1788,56618,558,1788,56621,0,0
js_box_capture_cell_ptr,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/box.rs:1077,crates/perry-codegen/src/runtime_decls/strings.rs:1362,crates/perry-codegen/src/codegen/closure.rs:1041,1,1,,,,8709,8707,26500,8709,8707,26503,8709,0,0
js_box_get_bits,reviewed,Unknown,may allocate,may,may,unwinds,TDZ path creates message string and ReferenceError then js_throw. Read wrapper/trusted registry premise does not remove TDZ. NONCOLLECTING inventory is not proof; current direct effect correctly stays Unknown.,box.rs:972-1102; error.rs:1088-1098,crates/perry-runtime/src/box.rs:972,crates/perry-codegen/src/runtime_decls/strings.rs:1081,crates/perry-codegen/src/codegen/helpers.rs:1823;crates/perry-codegen/src/expr/i32_fast_path.rs:1584;crates/perry-codegen/src/lower_string_concat.rs:64;crates/perry-codegen/src/lower_string_concat.rs:77,1,4,,,,149761,144020,638225,149933,144190,638717,149999,0,0
js_box_get_bits_named,reviewed,Unknown,may allocate,may,may,unwinds,TDZ path creates message string and ReferenceError then js_throw. Read wrapper/trusted registry premise does not remove TDZ. NONCOLLECTING inventory is not proof; current direct effect correctly stays Unknown.,box.rs:972-1102; error.rs:1088-1098,crates/perry-runtime/src/box.rs:979,crates/perry-codegen/src/runtime_decls/strings.rs:1082,,1,0,,,,719,695,4603,721,697,4607,721,0,0
